ID,age,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Total_spend,Campaign_Acceptance_Score,TotalPurchase 
4712,23,2n Cycle,Together,20193,0,0,28/11/2012 00:00,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,Spain,82,0,11
11056,40,Graduation,Married,72099,0,0,27/10/2012 00:00,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,Spain,1188,0,19
7414,43,Graduation,Married,43824,1,1,15/09/2012 00:00,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,Spain,186,0,20
3076,39,Graduation,Together,66653,1,1,07/09/2012 00:00,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,Australia,612,0,25
6355,36,Graduation,Married,44359,1,1,17/06/2014 00:00,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,Spain,45,0,12
7959,53,Graduation,Married,79410,0,0,29/05/2014 00:00,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,Spain,1370,0,12
5512,37,Master,Married,55842,0,1,23/05/2014 00:00,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,Spain,518,0,22
10102,48,Graduation,Widow,79946,0,0,12/05/2014 00:00,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,Saudi Arabia,1478,0,25
9369,35,2n Cycle,Single,88194,0,1,19/03/2014 00:00,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,1,0,Germany,1274,2,37
3711,70,Master,Married,80184,0,0,01/03/2014 00:00,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,Spain,1902,2,23
6931,47,Graduation,Divorced,76982,0,0,15/02/2014 00:00,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,1,0,Spain,1062,1,20
9596,34,PhD,Single,65295,0,0,23/12/2013 00:00,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,USA,664,0,22
2727,41,Graduation,Together,57100,0,0,04/12/2013 00:00,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,Saudi Arabia,409,0,16
8416,33,Graduation,Married,29009,1,0,29/11/2013 00:00,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,USA,44,0,13
3967,43,PhD,Married,78931,0,0,25/10/2013 00:00,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,Canada,943,0,25
2139,39,Master,Married,7500,1,0,02/10/2013 00:00,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,Australia,31,0,13
2162,38,Graduation,Married,56939,0,1,18/09/2013 00:00,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,Spain,561,0,21
9242,24,Graduation,Single,64509,0,0,17/08/2013 00:00,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,1,0,Saudi Arabia,1722,1,23
10595,24,Graduation,Married,30093,0,0,08/07/2013 00:00,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,Spain,69,0,13
4855,40,PhD,Together,30351,1,0,06/06/2013 00:00,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,1,0,USA,46,0,15
5049,40,PhD,Together,30351,1,0,06/06/2013 00:00,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,Spain,46,0,15
4967,54,PhD,Together,38201,0,1,29/03/2013 00:00,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,Saudi Arabia,268,0,23
9215,34,PhD,Married,43974,1,0,12/12/2012 00:00,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,Canada,551,0,28
3525,44,Graduation,Together,38200,1,1,07/12/2012 00:00,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,Spain,17,0,11
3619,54,2n Cycle,Divorced,87305,0,0,23/09/2012 00:00,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,1,0,Australia,1152,1,19
4415,53,Graduation,Married,16860,1,1,12/09/2012 00:00,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,Spain,38,0,15
3645,42,PhD,Single,27213,1,0,30/08/2012 00:00,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,1,0,Spain,70,0,17
4692,38,Graduation,Married,7500,1,0,01/08/2012 00:00,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,1,0,Australia,71,1,21
3955,49,Graduation,Divorced,4861,0,0,22/06/2014 00:00,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,Saudi Arabia,6,0,14
5313,43,Master,Married,38196,1,1,18/04/2014 00:00,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,Spain,44,0,14
7196,64,PhD,Married,41145,1,1,08/02/2014 00:00,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,Canada,13,0,7
1381,32,PhD,Single,38513,1,0,28/01/2014 00:00,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,1,0,Spain,324,0,25
10951,46,Graduation,Married,45688,0,1,25/01/2014 00:00,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,Spain,306,1,18
4322,56,PhD,Together,77863,0,0,27/11/2013 00:00,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,Spain,1291,0,22
7444,45,Master,Married,42169,1,1,19/10/2013 00:00,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,Spain,30,0,14
2942,50,Graduation,Single,45906,0,1,07/05/2013 00:00,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,Spain,486,1,20
2874,26,2n Cycle,Divorced,35388,1,0,07/03/2013 00:00,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,Saudi Arabia,32,0,12
3667,45,Graduation,Married,80952,0,0,28/02/2013 00:00,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,0,Germany,1757,3,33
3697,60,Graduation,Together,39898,0,1,12/02/2013 00:00,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,Canada,134,0,16
9955,60,Graduation,Together,39898,0,1,12/02/2013 00:00,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,Spain,134,0,16
5320,41,Master,Divorced,44051,1,1,29/01/2013 00:00,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,0,Saudi Arabia,171,0,18
6422,60,Graduation,Married,86718,0,0,17/01/2013 00:00,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,India,1270,0,19
3690,28,Master,Married,80141,0,0,11/01/2013 00:00,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,1,0,Spain,2091,1,28
2408,38,Graduation,Married,58597,1,1,20/11/2012 00:00,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,India,733,0,39
9260,69,PhD,Married,70356,0,0,05/11/2012 00:00,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,Canada,1706,0,33
9648,47,Graduation,Single,46904,1,1,03/11/2012 00:00,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,Spain,253,0,22
4939,68,Graduation,Together,37760,0,0,31/08/2012 00:00,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,USA,317,0,20
8652,68,Graduation,Together,37760,0,0,31/08/2012 00:00,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,Saudi Arabia,317,0,20
4702,50,Graduation,Single,61839,0,0,12/08/2012 00:00,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,Spain,1895,0,25
2587,42,PhD,Married,29791,1,0,15/05/2014 00:00,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,Australia,20,0,12
2811,51,PhD,Single,48918,1,1,12/04/2014 00:00,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,Spain,62,0,11
9150,51,PhD,Single,48918,1,1,12/04/2014 00:00,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,Spain,62,0,11
10127,49,Graduation,Married,58692,0,1,06/04/2014 00:00,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,Canada,395,0,22
5493,38,Graduation,Married,39356,1,1,19/03/2014 00:00,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,Spain,23,1,10
2666,42,Master,Married,76234,0,1,06/02/2014 00:00,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,0,Canada,907,1,26
10099,30,Graduation,Married,55434,1,0,05/10/2013 00:00,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,Saudi Arabia,882,0,28
10562,68,Master,Married,66835,0,0,28/09/2013 00:00,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,India,1033,0,26
7881,68,Master,Married,66835,0,0,28/09/2013 00:00,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,Spain,1033,0,26
6721,63,Graduation,Married,71965,0,1,29/07/2013 00:00,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,Canada,1213,0,20
5204,43,Graduation,Together,74538,0,0,29/06/2013 00:00,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,0,Spain,1461,1,25
5209,60,Graduation,Divorced,50002,0,1,17/06/2013 00:00,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,Saudi Arabia,638,0,26
10128,56,Graduation,Together,53977,0,1,08/06/2013 00:00,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,Canada,907,0,32
9284,56,Graduation,Together,53977,0,1,08/06/2013 00:00,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,Spain,907,0,32
8643,43,Graduation,Together,69930,0,0,26/05/2013 00:00,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,India,1662,0,25
1685,47,PhD,Together,62981,0,0,17/03/2013 00:00,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,Canada,1482,1,26
2877,40,Master,Together,46014,1,1,21/01/2013 00:00,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,Saudi Arabia,541,0,33
8369,27,Graduation,Together,18227,1,0,08/11/2012 00:00,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,Spain,28,0,12
6233,38,Graduation,Married,65991,0,1,07/09/2012 00:00,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,Spain,971,0,34
195,42,Graduation,Single,38808,1,0,26/08/2012 00:00,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,0,Spain,246,1,22
1501,32,PhD,Married,160803,0,0,04/08/2012 00:00,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,USA,1717,0,44
10846,36,Master,Married,43783,1,0,29/05/2014 00:00,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,Canada,629,1,29
8341,45,PhD,Married,30396,1,0,30/04/2014 00:00,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,1,0,Spain,34,1,13
10766,50,PhD,Married,65526,0,1,11/04/2014 00:00,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,Spain,506,0,19
9971,50,PhD,Married,65526,0,1,11/04/2014 00:00,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,Saudi Arabia,506,0,19
1740,70,Graduation,Married,55956,0,0,07/04/2014 00:00,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,Spain,999,1,20
8737,36,Graduation,Divorced,55563,0,1,05/04/2014 00:00,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,Spain,43,0,9
6466,49,PhD,Married,57236,1,1,12/03/2014 00:00,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,Spain,121,0,13
10430,41,Graduation,Divorced,89694,1,1,09/10/2013 00:00,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,Australia,1472,3,19
8773,43,Master,Together,57420,0,1,25/06/2013 00:00,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,USA,322,1,22
2371,42,Graduation,Married,33622,1,1,13/04/2013 00:00,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,Germany,81,0,16
7786,28,PhD,Single,29999,1,0,13/02/2013 00:00,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,Spain,160,0,20
4088,52,PhD,Together,31497,0,1,06/12/2012 00:00,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,Spain,155,0,18
4971,52,PhD,Together,31497,0,1,06/12/2012 00:00,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,Saudi Arabia,155,0,18
10560,34,PhD,Single,36802,1,0,16/06/2014 00:00,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,Spain,20,0,10
6892,46,Graduation,Divorced,61671,0,1,03/06/2014 00:00,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,Spain,732,2,36
1818,43,PhD,Together,29732,1,0,25/03/2014 00:00,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0,Canada,38,0,14
9485,28,PhD,Married,45921,0,0,10/03/2014 00:00,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,Saudi Arabia,199,0,14
6646,30,Graduation,Together,16529,1,0,01/03/2014 00:00,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,Canada,22,0,11
4248,54,Master,Single,98777,0,0,17/02/2014 00:00,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,Spain,2008,1,20
7451,54,Master,Single,98777,0,0,17/02/2014 00:00,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,Spain,2008,1,20
7861,62,Master,Married,77027,0,1,05/02/2014 00:00,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,Spain,1175,0,23
5232,49,Graduation,Married,69139,0,1,27/01/2014 00:00,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,Spain,227,0,15
3011,49,Graduation,Married,69139,0,1,27/01/2014 00:00,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,Saudi Arabia,227,0,15
5758,32,Graduation,Married,65169,0,0,14/01/2014 00:00,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,0,Spain,1189,4,34
2173,62,Graduation,Widow,40049,0,1,16/10/2013 00:00,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,Spain,32,0,11
10711,69,Graduation,Married,69755,0,0,02/10/2013 00:00,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,Saudi Arabia,894,0,23
2782,53,PhD,Married,54456,0,1,11/07/2013 00:00,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,Spain,404,0,23
5872,63,Graduation,Single,60689,0,1,01/06/2013 00:00,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,USA,639,0,25
11187,36,Basic,Single,26487,1,0,20/05/2013 00:00,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,0,Canada,69,0,14
2428,44,Graduation,Married,28164,1,0,04/05/2013 00:00,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,Germany,78,0,16
1726,44,Graduation,Single,22585,0,0,18/03/2013 00:00,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,0,Spain,81,1,14
1802,43,Graduation,Married,64795,0,1,17/01/2013 00:00,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,Spain,680,0,23
1162,27,PhD,Single,42000,0,0,10/01/2013 00:00,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,Spain,653,0,25
10643,27,PhD,Single,42000,0,0,10/01/2013 00:00,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,Australia,653,0,25
11112,48,Graduation,Together,70713,0,1,03/12/2012 00:00,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,Spain,1477,0,28
2114,68,PhD,Single,82800,0,0,24/11/2012 00:00,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,USA,1315,2,29
4261,68,PhD,Single,82800,0,0,24/11/2012 00:00,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,Saudi Arabia,1315,2,29
2457,39,Basic,Married,30801,0,1,26/10/2012 00:00,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,Spain,45,0,13
2495,40,Master,Married,83891,0,1,20/06/2014 00:00,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,Spain,816,0,23
6983,64,Master,Divorced,38054,1,1,01/05/2014 00:00,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0,India,45,0,14
3436,45,Graduation,Married,14045,1,0,26/01/2014 00:00,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,Spain,20,0,12
7505,57,PhD,Married,44155,1,1,19/01/2014 00:00,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,Spain,46,0,9
4286,44,PhD,Single,57642,0,1,09/01/2014 00:00,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,0,India,679,1,26
7224,37,Graduation,Married,31353,1,1,29/12/2013 00:00,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,India,31,0,14
6215,37,Graduation,Married,31353,1,1,29/12/2013 00:00,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,1,0,Saudi Arabia,31,0,14
968,46,Master,Divorced,41335,1,0,26/12/2013 00:00,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,Australia,187,0,19
4096,46,Master,Divorced,41335,1,0,26/12/2013 00:00,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,USA,187,0,19
3153,57,PhD,Single,40737,2,1,08/12/2013 00:00,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,Saudi Arabia,17,0,12
6504,39,2n Cycle,Together,19789,1,0,20/11/2013 00:00,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,Spain,78,1,14
5329,65,PhD,Divorced,35946,1,1,27/09/2013 00:00,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,Australia,11,0,9
1175,31,Master,Married,36262,0,0,20/09/2013 00:00,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,0,Spain,426,1,18
1377,60,Master,Widow,44551,0,1,31/08/2013 00:00,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,Saudi Arabia,285,0,19
4607,55,Graduation,Together,71367,0,0,23/08/2013 00:00,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,Spain,777,0,19
4944,55,Graduation,Together,71367,0,0,23/08/2013 00:00,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,Spain,777,0,19
9483,55,Graduation,Together,57957,0,1,19/08/2013 00:00,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1,Canada,637,0,28
1378,42,2n Cycle,Together,50334,0,1,24/07/2013 00:00,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,Saudi Arabia,694,0,29
5991,65,Master,Married,48150,0,1,08/06/2013 00:00,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,Germany,266,0,20
2807,45,Graduation,Married,56796,0,1,16/02/2013 00:00,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,Spain,1001,0,34
1052,45,Graduation,Married,56796,0,1,16/02/2013 00:00,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,Australia,1001,0,34
9760,51,PhD,Widow,52278,0,1,25/01/2013 00:00,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0,Saudi Arabia,1198,0,39
7101,51,PhD,Widow,52278,0,1,25/01/2013 00:00,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,Spain,1198,0,39
9909,18,2n Cycle,Married,7500,0,0,09/11/2012 00:00,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0,Australia,122,0,19
5907,62,Master,Married,33444,1,1,03/11/2012 00:00,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,Spain,18,0,12
793,41,Graduation,Married,20895,1,0,06/10/2012 00:00,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,Australia,45,0,15
8832,38,Master,Together,37509,1,0,12/09/2012 00:00,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,Germany,123,0,16
2535,36,Master,Married,88097,1,0,18/08/2012 00:00,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,Spain,844,3,29
1523,41,Graduation,Married,59041,1,1,07/05/2014 00:00,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,Saudi Arabia,96,0,13
1839,40,Graduation,Single,43322,0,0,21/04/2014 00:00,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,India,141,0,15
9972,59,PhD,Together,46015,1,1,13/04/2014 00:00,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,Saudi Arabia,46,2,12
2945,59,PhD,Together,46015,1,1,13/04/2014 00:00,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,Canada,46,2,12
9291,55,Master,Married,34242,0,1,23/03/2014 00:00,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,Spain,15,0,9
2829,59,Graduation,Married,65210,0,1,10/03/2014 00:00,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,Canada,731,2,28
8594,56,PhD,Widow,50520,0,1,28/01/2014 00:00,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,Spain,135,0,15
1592,44,Graduation,Married,90765,0,0,24/01/2014 00:00,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,Canada,1724,2,16
4310,70,Graduation,Married,80589,0,0,22/01/2014 00:00,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,Australia,1428,1,22
6950,56,Master,Married,49572,1,1,15/12/2013 00:00,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,Canada,54,0,14
8492,36,Graduation,Together,75437,0,0,09/11/2013 00:00,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,Spain,1493,1,29
5684,43,Master,Divorced,44635,1,1,11/10/2013 00:00,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,Spain,68,0,14
5909,50,Graduation,Married,58512,0,1,19/09/2013 00:00,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,Germany,1171,0,28
9855,62,PhD,Single,62000,0,1,25/08/2013 00:00,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,Spain,1020,1,30
975,58,Graduation,Single,54252,1,1,28/05/2013 00:00,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,Australia,264,0,21
8754,40,PhD,Together,45068,0,1,16/05/2013 00:00,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,Spain,20,0,11
1456,35,Graduation,Single,60474,0,1,01/04/2013 00:00,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,India,1180,0,38
2849,35,Graduation,Single,60474,0,1,01/04/2013 00:00,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,Canada,1180,0,38
9984,33,2n Cycle,Married,56337,1,1,27/03/2013 00:00,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,Spain,724,2,30
5527,27,Graduation,Together,22434,1,0,13/02/2013 00:00,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,Spain,58,0,15
5628,32,Graduation,Together,61416,0,0,08/02/2013 00:00,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,USA,1665,1,30
7627,39,Master,Married,92163,0,0,12/12/2012 00:00,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,Spain,2086,2,23
1351,58,Master,Together,58656,0,1,20/09/2012 00:00,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,Spain,1220,1,38
10395,28,Basic,Single,8940,1,0,22/08/2012 00:00,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,Spain,101,0,18
6961,40,Graduation,Married,26751,2,0,22/05/2014 00:00,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,Spain,11,0,12
10196,36,Graduation,Married,71427,2,0,12/03/2014 00:00,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,USA,614,0,24
6182,30,Graduation,Together,26646,1,0,10/02/2014 00:00,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,USA,53,0,14
10432,40,Graduation,Divorced,19346,1,0,30/01/2014 00:00,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,Canada,22,0,13
1542,39,Graduation,Single,56243,1,2,30/12/2013 00:00,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,USA,396,0,25
4220,44,PhD,Married,59892,0,1,02/11/2013 00:00,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,Canada,87,0,10
4141,49,Graduation,Together,71613,0,0,21/08/2013 00:00,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,USA,776,0,25
1940,28,Graduation,Married,25252,1,0,12/07/2013 00:00,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,Australia,18,0,12
1506,39,Graduation,Single,42160,1,1,28/06/2013 00:00,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,Spain,140,0,17
6347,35,Basic,Single,15862,1,0,27/06/2013 00:00,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,Spain,36,0,13
1361,40,Master,Married,82584,0,0,04/06/2013 00:00,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,Spain,1435,2,17
9422,25,Graduation,Married,38360,1,0,31/05/2013 00:00,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,Australia,131,0,12
1081,57,PhD,Married,75283,1,2,27/03/2013 00:00,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,Saudi Arabia,1019,0,29
